Titre de tracé : 20011418;;;
#;Date;Heure  GMT+02:00;Moy. : Température  °C (LGR S/N: 20011418)
2107;01/07/2021;20:00:00;-0.549
2108;01/07/2021;22:00:00;-0.549
2109;01/08/2021;00:00:00;-0.549
2110;01/08/2021;02:00:00;-0.549
2111;01/08/2021;04:00:00;-0.549
2112;01/08/2021;06:00:00;-0.549
2113;01/08/2021;08:00:00;-0.549
2114;01/08/2021;10:00:00;-0.549
2115;01/08/2021;12:00:00;-0.549
2116;01/08/2021;14:00:00;-0.549
2117;01/08/2021;16:00:00;-0.549
2118;01/08/2021;18:00:00;-0.549
2119;01/08/2021;20:00:00;-0.549
2120;01/08/2021;22:00:00;-0.549
2121;01/09/2021;00:00:00;-0.549
2122;01/09/2021;02:00:00;-0.549
2123;01/09/2021;04:00:00;-0.549
2124;01/09/2021;06:00:00;-0.549
2125;01/09/2021;08:00:00;-0.549
2126;01/09/2021;10:00:00;-0.549
2127;01/09/2021;12:00:00;-0.549
2128;01/09/2021;14:00:00;-0.549
2129;01/09/2021;16:00:00;-0.549
2130;01/09/2021;18:00:00;-0.549
2131;01/09/2021;20:00:00;-0.549
2132;01/09/2021;22:00:00;-0.549
2133;01/10/2021;00:00:00;-0.549
2134;01/10/2021;02:00:00;-0.549
2135;01/10/2021;04:00:00;-0.549
2136;01/10/2021;06:00:00;-0.549
2137;01/10/2021;08:00:00;-0.549
2138;01/10/2021;10:00:00;-0.549
2139;01/10/2021;12:00:00;-0.549
2140;01/10/2021;14:00:00;-0.549
2141;01/10/2021;16:00:00;-0.549
2142;01/10/2021;18:00:00;-0.549
2143;01/10/2021;20:00:00;-0.549
2144;01/10/2021;22:00:00;-0.549
2145;01/11/2021;00:00:00;-0.549
2146;01/11/2021;02:00:00;-0.549
2147;01/11/2021;04:00:00;-0.549
2148;01/11/2021;06:00:00;-0.549
2149;01/11/2021;08:00:00;-0.549
2150;01/11/2021;10:00:00;-0.549
2151;01/11/2021;12:00:00;-0.549
2152;01/11/2021;14:00:00;-0.549
2153;01/11/2021;16:00:00;-0.549
2154;01/11/2021;18:00:00;-0.549
2155;01/11/2021;20:00:00;-0.662
2156;01/11/2021;22:00:00;-0.662
2157;01/12/2021;00:00:00;-0.662
2158;01/12/2021;02:00:00;-0.662
2159;01/12/2021;04:00:00;-0.662
2160;01/12/2021;06:00:00;-0.662
2161;01/12/2021;08:00:00;-0.662
2162;01/12/2021;10:00:00;-0.662
2163;01/12/2021;12:00:00;-0.662
2164;01/12/2021;14:00:00;-0.662
2165;01/12/2021;16:00:00;-0.662
2166;01/12/2021;18:00:00;-0.662
2167;01/12/2021;20:00:00;-0.662
2168;01/12/2021;22:00:00;-0.662
2169;01/13/2021;00:00:00;-0.662
2170;01/13/2021;02:00:00;-0.662
2171;01/13/2021;04:00:00;-0.662
2172;01/13/2021;06:00:00;-0.662
2173;01/13/2021;08:00:00;-0.662
2174;01/13/2021;10:00:00;-0.662
2175;01/13/2021;12:00:00;-0.662
2176;01/13/2021;14:00:00;-0.662
2177;01/13/2021;16:00:00;-0.662
2178;01/13/2021;18:00:00;-0.662
2179;01/13/2021;20:00:00;-0.662
2180;01/13/2021;22:00:00;-0.662
2181;01/14/2021;00:00:00;-0.662
2182;01/14/2021;02:00:00;-0.662
2183;01/14/2021;04:00:00;-0.662
2184;01/14/2021;06:00:00;-0.662
2185;01/14/2021;08:00:00;-0.662
2186;01/14/2021;10:00:00;-0.662
2187;01/14/2021;12:00:00;-0.662
2188;01/14/2021;14:00:00;-0.662
2189;01/14/2021;16:00:00;-0.662
2190;01/14/2021;18:00:00;-0.662
2191;01/14/2021;20:00:00;-0.662
2192;01/14/2021;22:00:00;-0.662
2193;01/15/2021;00:00:00;-0.662
2194;01/15/2021;02:00:00;-0.662
2195;01/15/2021;04:00:00;-0.662
2196;01/15/2021;06:00:00;-0.662
2197;01/15/2021;08:00:00;-0.662
2198;01/15/2021;10:00:00;-0.662
2199;01/15/2021;12:00:00;-0.662
2200;01/15/2021;14:00:00;-0.662
2201;01/15/2021;16:00:00;-0.662
2202;01/15/2021;18:00:00;-0.662
2203;01/15/2021;20:00:00;-0.662
2204;01/15/2021;22:00:00;-0.662
2205;01/16/2021;00:00:00;-0.662
2206;01/16/2021;02:00:00;-0.662
2207;01/16/2021;04:00:00;-0.662
2208;01/16/2021;06:00:00;-0.662
2209;01/16/2021;08:00:00;-0.662
2210;01/16/2021;10:00:00;-0.662
2211;01/16/2021;12:00:00;-0.662
2212;01/16/2021;14:00:00;-0.662
2213;01/16/2021;16:00:00;-0.549
2214;01/16/2021;18:00:00;-0.662
2215;01/16/2021;20:00:00;-0.662
2216;01/16/2021;22:00:00;-0.662
2217;01/17/2021;00:00:00;-0.662
2218;01/17/2021;02:00:00;-0.662
2219;01/17/2021;04:00:00;-0.549
2220;01/17/2021;06:00:00;-0.662
2221;01/17/2021;08:00:00;-0.549
2222;01/17/2021;10:00:00;-0.549
2223;01/17/2021;12:00:00;-0.549
2224;01/17/2021;14:00:00;-0.662
2225;01/17/2021;16:00:00;-0.549
2226;01/17/2021;18:00:00;-0.662
2227;01/17/2021;20:00:00;-0.662
2228;01/17/2021;22:00:00;-0.662
2229;01/18/2021;00:00:00;-0.549
2230;01/18/2021;02:00:00;-0.549
2231;01/18/2021;04:00:00;-0.662
2232;01/18/2021;06:00:00;-0.662
2233;01/18/2021;08:00:00;-0.549
2234;01/18/2021;10:00:00;-0.662
2235;01/18/2021;12:00:00;-0.662
2236;01/18/2021;14:00:00;-0.662
2237;01/18/2021;16:00:00;-0.662
2238;01/18/2021;18:00:00;-0.662
2239;01/18/2021;20:00:00;-0.662
2240;01/18/2021;22:00:00;-0.662
2241;01/19/2021;00:00:00;-0.662
2242;01/19/2021;02:00:00;-0.662
2243;01/19/2021;04:00:00;-0.662
2244;01/19/2021;06:00:00;-0.662
2245;01/19/2021;08:00:00;-0.662
2246;01/19/2021;10:00:00;-0.662
2247;01/19/2021;12:00:00;-0.662
2248;01/19/2021;14:00:00;-0.662
2249;01/19/2021;16:00:00;-0.662
2250;01/19/2021;18:00:00;-0.662
2251;01/19/2021;20:00:00;-0.662
2252;01/19/2021;22:00:00;-0.662
2253;01/20/2021;00:00:00;-0.662
2254;01/20/2021;02:00:00;-0.662
2255;01/20/2021;04:00:00;-0.662
2256;01/20/2021;06:00:00;-0.662
2257;01/20/2021;08:00:00;-0.662
2258;01/20/2021;10:00:00;-0.662
2259;01/20/2021;12:00:00;-0.662
2260;01/20/2021;14:00:00;-0.662
2261;01/20/2021;16:00:00;-0.662
2262;01/20/2021;18:00:00;-0.662
2263;01/20/2021;20:00:00;-0.662
2264;01/20/2021;22:00:00;-0.662
2265;01/21/2021;00:00:00;-0.662
2266;01/21/2021;02:00:00;-0.662
2267;01/21/2021;04:00:00;-0.662
2268;01/21/2021;06:00:00;-0.774
2269;01/21/2021;08:00:00;-0.774
2270;01/21/2021;10:00:00;-0.774
2271;01/21/2021;12:00:00;-0.774
2272;01/21/2021;14:00:00;-0.774
2273;01/21/2021;16:00:00;-0.774
2274;01/21/2021;18:00:00;-0.774
2275;01/21/2021;20:00:00;-0.774
2276;01/21/2021;22:00:00;-0.774
2277;01/22/2021;00:00:00;-0.774
2278;01/22/2021;02:00:00;-0.774
2279;01/22/2021;04:00:00;-0.774
2280;01/22/2021;06:00:00;-0.774
2281;01/22/2021;08:00:00;-0.774
2282;01/22/2021;10:00:00;-0.774
2283;01/22/2021;12:00:00;-0.774
2284;01/22/2021;14:00:00;-0.774
2285;01/22/2021;16:00:00;-0.774
2286;01/22/2021;18:00:00;-0.774
2287;01/22/2021;20:00:00;-0.774
2288;01/22/2021;22:00:00;-0.774
2289;01/23/2021;00:00:00;-0.774
2290;01/23/2021;02:00:00;-0.774
2291;01/23/2021;04:00:00;-0.774
2292;01/23/2021;06:00:00;-0.774
2293;01/23/2021;08:00:00;-0.774
2294;01/23/2021;10:00:00;-0.774
2295;01/23/2021;12:00:00;-0.887
2296;01/23/2021;14:00:00;-0.887
2297;01/23/2021;16:00:00;-0.887
2298;01/23/2021;18:00:00;-0.887
2299;01/23/2021;20:00:00;-0.887
2300;01/23/2021;22:00:00;-0.887
2301;01/24/2021;00:00:00;-0.887
2302;01/24/2021;02:00:00;-0.887
2303;01/24/2021;04:00:00;-0.887
2304;01/24/2021;06:00:00;-0.887
2305;01/24/2021;08:00:00;-0.887
2306;01/24/2021;10:00:00;-0.887
2307;01/24/2021;12:00:00;-0.887
2308;01/24/2021;14:00:00;-0.887
2309;01/24/2021;16:00:00;-0.887
2310;01/24/2021;18:00:00;-0.887
2311;01/24/2021;20:00:00;-0.887
2312;01/24/2021;22:00:00;-0.887
2313;01/25/2021;00:00:00;-0.887
2314;01/25/2021;02:00:00;-0.887
2315;01/25/2021;04:00:00;-0.887
2316;01/25/2021;06:00:00;-0.887
2317;01/25/2021;08:00:00;-0.887
2318;01/25/2021;10:00:00;-0.887
2319;01/25/2021;12:00:00;-0.887
2320;01/25/2021;14:00:00;-0.887
2321;01/25/2021;16:00:00;-0.887
2322;01/25/2021;18:00:00;-1.001
2323;01/25/2021;20:00:00;-0.887
2324;01/25/2021;22:00:00;-1.001
2325;01/26/2021;00:00:00;-1.001
2326;01/26/2021;02:00:00;-1.001
2327;01/26/2021;04:00:00;-1.001
2328;01/26/2021;06:00:00;-1.001
2329;01/26/2021;08:00:00;-1.001
2330;01/26/2021;10:00:00;-1.001
2331;01/26/2021;12:00:00;-1.001
2332;01/26/2021;14:00:00;-1.001
2333;01/26/2021;16:00:00;-1.001
2334;01/26/2021;18:00:00;-1.001
2335;01/26/2021;20:00:00;-1.001
2336;01/26/2021;22:00:00;-1.001
2337;01/27/2021;00:00:00;-1.001
2338;01/27/2021;02:00:00;-1.001
2339;01/27/2021;04:00:00;-1.001
2340;01/27/2021;06:00:00;-1.001
2341;01/27/2021;08:00:00;-1.001
2342;01/27/2021;10:00:00;-1.001
2343;01/27/2021;12:00:00;-1.001
2344;01/27/2021;14:00:00;-1.001
2345;01/27/2021;16:00:00;-1.114
2346;01/27/2021;18:00:00;-1.114
2347;01/27/2021;20:00:00;-1.001
2348;01/27/2021;22:00:00;-1.114
2349;01/28/2021;00:00:00;-1.114
2350;01/28/2021;02:00:00;-1.114
2351;01/28/2021;04:00:00;-1.114
2352;01/28/2021;06:00:00;-1.114
2353;01/28/2021;08:00:00;-1.114
2354;01/28/2021;10:00:00;-1.114
2355;01/28/2021;12:00:00;-1.114
2356;01/28/2021;14:00:00;-1.114
2357;01/28/2021;16:00:00;-1.114
2358;01/28/2021;18:00:00;-1.114
2359;01/28/2021;20:00:00;-1.114
2360;01/28/2021;22:00:00;-1.114
2361;01/29/2021;00:00:00;-1.114
2362;01/29/2021;02:00:00;-1.114
2363;01/29/2021;04:00:00;-1.114
2364;01/29/2021;06:00:00;-1.228
2365;01/29/2021;08:00:00;-1.228
2366;01/29/2021;10:00:00;-1.228
2367;01/29/2021;12:00:00;-1.228
2368;01/29/2021;14:00:00;-1.228
2369;01/29/2021;16:00:00;-1.228
2370;01/29/2021;18:00:00;-1.228
2371;01/29/2021;20:00:00;-1.228
2372;01/29/2021;22:00:00;-1.228
2373;01/30/2021;00:00:00;-1.228
2374;01/30/2021;02:00:00;-1.228
2375;01/30/2021;04:00:00;-1.228
2376;01/30/2021;06:00:00;-1.228
2377;01/30/2021;08:00:00;-1.228
2378;01/30/2021;10:00:00;-1.228
2379;01/30/2021;12:00:00;-1.228
2380;01/30/2021;14:00:00;-1.228
2381;01/30/2021;16:00:00;-1.228
2382;01/30/2021;18:00:00;-1.228
2383;01/30/2021;20:00:00;-1.228
2384;01/30/2021;22:00:00;-1.228
2385;01/31/2021;00:00:00;-1.228
2386;01/31/2021;02:00:00;-1.228
2387;01/31/2021;04:00:00;-1.228
2388;01/31/2021;06:00:00;-1.228
2389;01/31/2021;08:00:00;-1.228
2390;01/31/2021;10:00:00;-1.228
2391;01/31/2021;12:00:00;-1.228
2392;01/31/2021;14:00:00;-1.228
2393;01/31/2021;16:00:00;-1.228
2394;01/31/2021;18:00:00;-1.228
2395;01/31/2021;20:00:00;-1.228
2396;01/31/2021;22:00:00;-1.228
2397;02/01/2021;00:00:00;-1.228
2398;02/01/2021;02:00:00;-1.228
2399;02/01/2021;04:00:00;-1.228
2400;02/01/2021;06:00:00;-1.228
2401;02/01/2021;08:00:00;-1.228
2402;02/01/2021;10:00:00;-1.228
2403;02/01/2021;12:00:00;-1.228
2404;02/01/2021;14:00:00;-1.228
2405;02/01/2021;16:00:00;-1.228
2406;02/01/2021;18:00:00;-1.228
2407;02/01/2021;20:00:00;-1.228
2408;02/01/2021;22:00:00;-1.228
2409;02/02/2021;00:00:00;-1.228
2410;02/02/2021;02:00:00;-1.228
2411;02/02/2021;04:00:00;-1.228
2412;02/02/2021;06:00:00;-1.228
2413;02/02/2021;08:00:00;-1.228
2414;02/02/2021;10:00:00;-1.228
2415;02/02/2021;12:00:00;-1.228
2416;02/02/2021;14:00:00;-1.228
2417;02/02/2021;16:00:00;-1.228
2418;02/02/2021;18:00:00;-1.228
2419;02/02/2021;20:00:00;-1.228
2420;02/02/2021;22:00:00;-1.228
2421;02/03/2021;00:00:00;-1.228
2422;02/03/2021;02:00:00;-1.228
2423;02/03/2021;04:00:00;-1.228
2424;02/03/2021;06:00:00;-1.228
2425;02/03/2021;08:00:00;-1.228
2426;02/03/2021;10:00:00;-1.228
2427;02/03/2021;12:00:00;-1.228
2428;02/03/2021;14:00:00;-1.228
2429;02/03/2021;16:00:00;-1.228
2430;02/03/2021;18:00:00;-1.228
2431;02/03/2021;20:00:00;-1.228
2432;02/03/2021;22:00:00;-1.228
2433;02/04/2021;00:00:00;-1.228
2434;02/04/2021;02:00:00;-1.228
2435;02/04/2021;04:00:00;-1.228
2436;02/04/2021;06:00:00;-1.228
2437;02/04/2021;08:00:00;-1.228
2438;02/04/2021;10:00:00;-1.228
2439;02/04/2021;12:00:00;-1.228
2440;02/04/2021;14:00:00;-1.228
2441;02/04/2021;16:00:00;-1.228
2442;02/04/2021;18:00:00;-1.228
2443;02/04/2021;20:00:00;-1.228
2444;02/04/2021;22:00:00;-1.228
2445;02/05/2021;00:00:00;-1.228
2446;02/05/2021;02:00:00;-1.228
2447;02/05/2021;04:00:00;-1.228
2448;02/05/2021;06:00:00;-1.228
2449;02/05/2021;08:00:00;-1.228
2450;02/05/2021;10:00:00;-1.228
2451;02/05/2021;12:00:00;-1.228
2452;02/05/2021;14:00:00;-1.228
2453;02/05/2021;16:00:00;-1.228
2454;02/05/2021;18:00:00;-1.228
2455;02/05/2021;20:00:00;-1.228
2456;02/05/2021;22:00:00;-1.228
2457;02/06/2021;00:00:00;-1.228
2458;02/06/2021;02:00:00;-1.228
2459;02/06/2021;04:00:00;-1.228
2460;02/06/2021;06:00:00;-1.228
2461;02/06/2021;08:00:00;-1.228
2462;02/06/2021;10:00:00;-1.228
2463;02/06/2021;12:00:00;-1.228
2464;02/06/2021;14:00:00;-1.228
2465;02/06/2021;16:00:00;-1.228
2466;02/06/2021;18:00:00;-1.228
2467;02/06/2021;20:00:00;-1.228
2468;02/06/2021;22:00:00;-1.228
2469;02/07/2021;00:00:00;-1.228
2470;02/07/2021;02:00:00;-1.228
2471;02/07/2021;04:00:00;-1.228
2472;02/07/2021;06:00:00;-1.228
2473;02/07/2021;08:00:00;-1.228
2474;02/07/2021;10:00:00;-1.228
2475;02/07/2021;12:00:00;-1.228
2476;02/07/2021;14:00:00;-1.228
2477;02/07/2021;16:00:00;-1.228
2478;02/07/2021;18:00:00;-1.228
2479;02/07/2021;20:00:00;-1.228
2480;02/07/2021;22:00:00;-1.228
2481;02/08/2021;00:00:00;-1.228
2482;02/08/2021;02:00:00;-1.114
2483;02/08/2021;04:00:00;-1.114
2484;02/08/2021;06:00:00;-1.114
2485;02/08/2021;08:00:00;-1.228
2486;02/08/2021;10:00:00;-1.114
2487;02/08/2021;12:00:00;-1.228
2488;02/08/2021;14:00:00;-1.114
2489;02/08/2021;16:00:00;-1.114
2490;02/08/2021;18:00:00;-1.114
2491;02/08/2021;20:00:00;-1.228
2492;02/08/2021;22:00:00;-1.114
2493;02/09/2021;00:00:00;-1.114
2494;02/09/2021;02:00:00;-1.114
2495;02/09/2021;04:00:00;-1.114
2496;02/09/2021;06:00:00;-1.114
2497;02/09/2021;08:00:00;-1.114
2498;02/09/2021;10:00:00;-1.114
2499;02/09/2021;12:00:00;-1.114
2500;02/09/2021;14:00:00;-1.114
2501;02/09/2021;16:00:00;-1.114
2502;02/09/2021;18:00:00;-1.114
2503;02/09/2021;20:00:00;-1.114
2504;02/09/2021;22:00:00;-1.114
2505;02/10/2021;00:00:00;-1.114
2506;02/10/2021;02:00:00;-1.114
2507;02/10/2021;04:00:00;-1.114
2508;02/10/2021;06:00:00;-1.114
2509;02/10/2021;08:00:00;-1.114
2510;02/10/2021;10:00:00;-1.114
2511;02/10/2021;12:00:00;-1.114
2512;02/10/2021;14:00:00;-1.114
2513;02/10/2021;16:00:00;-1.114
2514;02/10/2021;18:00:00;-1.114
2515;02/10/2021;20:00:00;-1.114
2516;02/10/2021;22:00:00;-1.114
2517;02/11/2021;00:00:00;-1.114
2518;02/11/2021;02:00:00;-1.114
2519;02/11/2021;04:00:00;-1.114
2520;02/11/2021;06:00:00;-1.114
2521;02/11/2021;08:00:00;-1.114
2522;02/11/2021;10:00:00;-1.114
2523;02/11/2021;12:00:00;-1.114
2524;02/11/2021;14:00:00;-1.114
2525;02/11/2021;16:00:00;-1.114
2526;02/11/2021;18:00:00;-1.114
2527;02/11/2021;20:00:00;-1.114
2528;02/11/2021;22:00:00;-1.114
2529;02/12/2021;00:00:00;-1.114
2530;02/12/2021;02:00:00;-1.114
2531;02/12/2021;04:00:00;-1.114
2532;02/12/2021;06:00:00;-1.114
2533;02/12/2021;08:00:00;-1.114
2534;02/12/2021;10:00:00;-1.114
2535;02/12/2021;12:00:00;-1.114
2536;02/12/2021;14:00:00;-1.114
2537;02/12/2021;16:00:00;-1.114
2538;02/12/2021;18:00:00;-1.114
2539;02/12/2021;20:00:00;-1.114
2540;02/12/2021;22:00:00;-1.114
2541;02/13/2021;00:00:00;-1.114
2542;02/13/2021;02:00:00;-1.114
2543;02/13/2021;04:00:00;-1.114
2544;02/13/2021;06:00:00;-1.114
2545;02/13/2021;08:00:00;-1.114
2546;02/13/2021;10:00:00;-1.114
2547;02/13/2021;12:00:00;-1.114
2548;02/13/2021;14:00:00;-1.114
2549;02/13/2021;16:00:00;-1.114
2550;02/13/2021;18:00:00;-1.114
2551;02/13/2021;20:00:00;-1.001
2552;02/13/2021;22:00:00;-1.001
2553;02/14/2021;00:00:00;-1.114
2554;02/14/2021;02:00:00;-1.001
2555;02/14/2021;04:00:00;-1.114
2556;02/14/2021;06:00:00;-1.001
2557;02/14/2021;08:00:00;-1.114
2558;02/14/2021;10:00:00;-1.114
2559;02/14/2021;12:00:00;-1.001
2560;02/14/2021;14:00:00;-1.114
2561;02/14/2021;16:00:00;-1.114
2562;02/14/2021;18:00:00;-1.001
2563;02/14/2021;20:00:00;-1.114
2564;02/14/2021;22:00:00;-1.114
2565;02/15/2021;00:00:00;-1.001
2566;02/15/2021;02:00:00;-1.001
2567;02/15/2021;04:00:00;-1.001
2568;02/15/2021;06:00:00;-1.114
2569;02/15/2021;08:00:00;-1.001
2570;02/15/2021;10:00:00;-1.001
2571;02/15/2021;12:00:00;-1.001
2572;02/15/2021;14:00:00;-1.001
2573;02/15/2021;16:00:00;-1.114
2574;02/15/2021;18:00:00;-1.001
2575;02/15/2021;20:00:00;-1.001
2576;02/15/2021;22:00:00;-1.001
2577;02/16/2021;00:00:00;-1.001
2578;02/16/2021;02:00:00;-1.001
2579;02/16/2021;04:00:00;-1.001
2580;02/16/2021;06:00:00;-1.001
2581;02/16/2021;08:00:00;-1.001
2582;02/16/2021;10:00:00;-1.001
2583;02/16/2021;12:00:00;-1.001
2584;02/16/2021;14:00:00;-1.001
2585;02/16/2021;16:00:00;-1.001
2586;02/16/2021;18:00:00;-1.001
2587;02/16/2021;20:00:00;-1.001
2588;02/16/2021;22:00:00;-1.001
2589;02/17/2021;00:00:00;-1.001
2590;02/17/2021;02:00:00;-1.001
2591;02/17/2021;04:00:00;-1.001
2592;02/17/2021;06:00:00;-1.001
2593;02/17/2021;08:00:00;-1.001
2594;02/17/2021;10:00:00;-1.001
2595;02/17/2021;12:00:00;-1.001
2596;02/17/2021;14:00:00;-1.001
2597;02/17/2021;16:00:00;-1.001
2598;02/17/2021;18:00:00;-1.001
2599;02/17/2021;20:00:00;-1.001
2600;02/17/2021;22:00:00;-1.001
2601;02/18/2021;00:00:00;-1.001
2602;02/18/2021;02:00:00;-1.001
2603;02/18/2021;04:00:00;-1.001
2604;02/18/2021;06:00:00;-1.001
2605;02/18/2021;08:00:00;-1.001
2606;02/18/2021;10:00:00;-1.001
2607;02/18/2021;12:00:00;-1.001
2608;02/18/2021;14:00:00;-1.001
2609;02/18/2021;16:00:00;-1.001
2610;02/18/2021;18:00:00;-1.001
2611;02/18/2021;20:00:00;-1.001
2612;02/18/2021;22:00:00;-1.001
2613;02/19/2021;00:00:00;-1.001
2614;02/19/2021;02:00:00;-1.001
2615;02/19/2021;04:00:00;-1.001
2616;02/19/2021;06:00:00;-1.001
2617;02/19/2021;08:00:00;-1.001
2618;02/19/2021;10:00:00;-1.001
2619;02/19/2021;12:00:00;-1.001
2620;02/19/2021;14:00:00;-1.001
2621;02/19/2021;16:00:00;-1.001
2622;02/19/2021;18:00:00;-1.001
2623;02/19/2021;20:00:00;-1.001
2624;02/19/2021;22:00:00;-1.001
2625;02/20/2021;00:00:00;-1.001
2626;02/20/2021;02:00:00;-1.001
2627;02/20/2021;04:00:00;-1.001
2628;02/20/2021;06:00:00;-1.001
2629;02/20/2021;08:00:00;-1.001
2630;02/20/2021;10:00:00;-1.001
2631;02/20/2021;12:00:00;-1.001
2632;02/20/2021;14:00:00;-1.001
2633;02/20/2021;16:00:00;-1.001
2634;02/20/2021;18:00:00;-1.001
2635;02/20/2021;20:00:00;-1.001
2636;02/20/2021;22:00:00;-1.001
2637;02/21/2021;00:00:00;-1.001
2638;02/21/2021;02:00:00;-1.001
2639;02/21/2021;04:00:00;-1.001
2640;02/21/2021;06:00:00;-1.001
2641;02/21/2021;08:00:00;-1.001
2642;02/21/2021;10:00:00;-1.001
2643;02/21/2021;12:00:00;-1.001
2644;02/21/2021;14:00:00;-1.001
2645;02/21/2021;16:00:00;-1.001
2646;02/21/2021;18:00:00;-0.887
2647;02/21/2021;20:00:00;-0.887
2648;02/21/2021;22:00:00;-0.887
2649;02/22/2021;00:00:00;-0.887
2650;02/22/2021;02:00:00;-0.887
2651;02/22/2021;04:00:00;-0.887
2652;02/22/2021;06:00:00;-0.774
2653;02/22/2021;08:00:00;-0.774
2654;02/22/2021;10:00:00;-0.774
2655;02/22/2021;12:00:00;-0.774
2656;02/22/2021;14:00:00;-0.774
2657;02/22/2021;16:00:00;-0.774
2658;02/22/2021;18:00:00;-0.774
2659;02/22/2021;20:00:00;-0.774
2660;02/22/2021;22:00:00;-0.774
2661;02/23/2021;00:00:00;-0.774
2662;02/23/2021;02:00:00;-0.774
2663;02/23/2021;04:00:00;-0.774
2664;02/23/2021;06:00:00;-0.774
2665;02/23/2021;08:00:00;-0.774
2666;02/23/2021;10:00:00;-0.774
2667;02/23/2021;12:00:00;-0.774
2668;02/23/2021;14:00:00;-0.774
2669;02/23/2021;16:00:00;-0.774
2670;02/23/2021;18:00:00;-0.774
2671;02/23/2021;20:00:00;-0.662
2672;02/23/2021;22:00:00;-0.662
2673;02/24/2021;00:00:00;-0.662
2674;02/24/2021;02:00:00;-0.549
2675;02/24/2021;04:00:00;-0.549
2676;02/24/2021;06:00:00;-0.549
2677;02/24/2021;08:00:00;-0.549
2678;02/24/2021;10:00:00;-0.549
2679;02/24/2021;12:00:00;-0.549
2680;02/24/2021;14:00:00;-0.549
2681;02/24/2021;16:00:00;0.232
2682;02/24/2021;18:00:00;0.232
2683;02/24/2021;20:00:00;0.232
2684;02/24/2021;22:00:00;0.232
2685;02/25/2021;00:00:00;0.232
2686;02/25/2021;02:00:00;0.121
2687;02/25/2021;04:00:00;0.232
2688;02/25/2021;06:00:00;0.232
2689;02/25/2021;08:00:00;0.232
2690;02/25/2021;10:00:00;0.232
2691;02/25/2021;12:00:00;0.121
2692;02/25/2021;14:00:00;0.232
2693;02/25/2021;16:00:00;0.232
2694;02/25/2021;18:00:00;0.232
2695;02/25/2021;20:00:00;0.232
2696;02/25/2021;22:00:00;0.232
2697;02/26/2021;00:00:00;0.232
2698;02/26/2021;02:00:00;0.232
2699;02/26/2021;04:00:00;0.232
2700;02/26/2021;06:00:00;0.232
2701;02/26/2021;08:00:00;0.232
2702;02/26/2021;10:00:00;0.232
2703;02/26/2021;12:00:00;0.232
2704;02/26/2021;14:00:00;0.232
2705;02/26/2021;16:00:00;0.232
2706;02/26/2021;18:00:00;0.232
2707;02/26/2021;20:00:00;0.232
2708;02/26/2021;22:00:00;0.121
2709;02/27/2021;00:00:00;0.232
2710;02/27/2021;02:00:00;0.232
2711;02/27/2021;04:00:00;0.232
2712;02/27/2021;06:00:00;0.232
2713;02/27/2021;08:00:00;0.232
2714;02/27/2021;10:00:00;0.232
2715;02/27/2021;12:00:00;0.232
2716;02/27/2021;14:00:00;0.232
2717;02/27/2021;16:00:00;0.232
2718;02/27/2021;18:00:00;0.232
2719;02/27/2021;20:00:00;0.232
2720;02/27/2021;22:00:00;0.232
2721;02/28/2021;00:00:00;0.232
2722;02/28/2021;02:00:00;0.232
2723;02/28/2021;04:00:00;0.232
2724;02/28/2021;06:00:00;0.232
2725;02/28/2021;08:00:00;0.232
2726;02/28/2021;10:00:00;0.232
2727;02/28/2021;12:00:00;0.232
2728;02/28/2021;14:00:00;0.121
2729;02/28/2021;16:00:00;0.232
2730;02/28/2021;18:00:00;0.232
2731;02/28/2021;20:00:00;0.232
2732;02/28/2021;22:00:00;0.232
2733;03/01/2021;00:00:00;0.232
2734;03/01/2021;02:00:00;0.232
2735;03/01/2021;04:00:00;0.232
2736;03/01/2021;06:00:00;0.232
2737;03/01/2021;08:00:00;0.232
2738;03/01/2021;10:00:00;0.232
2739;03/01/2021;12:00:00;0.232
2740;03/01/2021;14:00:00;0.232
2741;03/01/2021;16:00:00;0.232
2742;03/01/2021;18:00:00;0.232
2743;03/01/2021;20:00:00;0.232
2744;03/01/2021;22:00:00;0.232
2745;03/02/2021;00:00:00;0.232
2746;03/02/2021;02:00:00;0.232
2747;03/02/2021;04:00:00;0.232
2748;03/02/2021;06:00:00;0.232
2749;03/02/2021;08:00:00;0.232
2750;03/02/2021;10:00:00;0.232
2751;03/02/2021;12:00:00;0.232
2752;03/02/2021;14:00:00;0.232
2753;03/02/2021;16:00:00;0.232
2754;03/02/2021;18:00:00;0.232
2755;03/02/2021;20:00:00;0.232
2756;03/02/2021;22:00:00;0.232
2757;03/03/2021;00:00:00;0.232
2758;03/03/2021;02:00:00;0.232
2759;03/03/2021;04:00:00;0.232
2760;03/03/2021;06:00:00;0.232
2761;03/03/2021;08:00:00;0.232
2762;03/03/2021;10:00:00;0.232
2763;03/03/2021;12:00:00;0.232
2764;03/03/2021;14:00:00;0.232
2765;03/03/2021;16:00:00;0.232
2766;03/03/2021;18:00:00;0.232
2767;03/03/2021;20:00:00;0.232
2768;03/03/2021;22:00:00;0.232
2769;03/04/2021;00:00:00;0.232
2770;03/04/2021;02:00:00;0.232
2771;03/04/2021;04:00:00;0.232
2772;03/04/2021;06:00:00;0.232
2773;03/04/2021;08:00:00;0.232
2774;03/04/2021;10:00:00;0.232
