Titre de tracé : 20011418;;;
#;Date;Heure  GMT+02:00;Moy. : Température  °C (LGR S/N: 20011418)
724;09/14/2020;14:00:00;18.996
725;09/14/2020;16:00:00;18.806
726;09/14/2020;18:00:00;15.282
727;09/14/2020;20:00:00;13.558
728;09/14/2020;22:00:00;12.497
729;09/15/2020;00:00:00;12.013
730;09/15/2020;02:00:00;10.651
731;09/15/2020;04:00:00;9.768
732;09/15/2020;06:00:00;9.077
733;09/15/2020;08:00:00;8.779
734;09/15/2020;10:00:00;12.980
735;09/15/2020;12:00:00;16.237
736;09/15/2020;14:00:00;18.426
737;09/15/2020;16:00:00;18.140
738;09/15/2020;18:00:00;14.325
739;09/15/2020;20:00:00;12.594
740;09/15/2020;22:00:00;11.431
741;09/16/2020;00:00:00;10.651
742;09/16/2020;02:00:00;10.063
743;09/16/2020;04:00:00;9.373
744;09/16/2020;06:00:00;8.879
745;09/16/2020;08:00:00;8.680
746;09/16/2020;10:00:00;13.076
747;09/16/2020;12:00:00;16.332
748;09/16/2020;14:00:00;18.521
749;09/16/2020;16:00:00;19.377
750;09/16/2020;18:00:00;15.473
751;09/16/2020;20:00:00;13.558
752;09/16/2020;22:00:00;12.013
753;09/17/2020;00:00:00;10.553
754;09/17/2020;02:00:00;9.669
755;09/17/2020;04:00:00;9.077
756;09/17/2020;06:00:00;8.481
757;09/17/2020;08:00:00;8.182
758;09/17/2020;10:00:00;12.690
759;09/17/2020;12:00:00;16.046
760;09/17/2020;14:00:00;16.427
761;09/17/2020;16:00:00;16.237
762;09/17/2020;18:00:00;13.461
763;09/17/2020;20:00:00;11.916
764;09/17/2020;22:00:00;11.041
765;09/18/2020;00:00:00;10.161
766;09/18/2020;02:00:00;9.472
767;09/18/2020;04:00:00;8.779
768;09/18/2020;06:00:00;8.182
769;09/18/2020;08:00:00;7.782
770;09/18/2020;10:00:00;12.013
771;09/18/2020;12:00:00;15.473
772;09/18/2020;14:00:00;17.379
773;09/18/2020;16:00:00;16.332
774;09/18/2020;18:00:00;13.461
775;09/18/2020;20:00:00;11.722
776;09/18/2020;22:00:00;10.651
777;09/19/2020;00:00:00;10.455
778;09/19/2020;02:00:00;10.455
779;09/19/2020;04:00:00;10.259
780;09/19/2020;06:00:00;9.866
781;09/19/2020;08:00:00;9.472
782;09/19/2020;10:00:00;9.866
783;09/19/2020;12:00:00;12.497
784;09/19/2020;14:00:00;12.207
785;09/19/2020;16:00:00;13.269
786;09/19/2020;18:00:00;11.722
787;09/19/2020;20:00:00;10.846
788;09/19/2020;22:00:00;10.161
789;09/20/2020;00:00:00;9.571
790;09/20/2020;02:00:00;9.275
791;09/20/2020;04:00:00;8.879
792;09/20/2020;06:00:00;8.680
793;09/20/2020;08:00:00;8.581
794;09/20/2020;10:00:00;9.275
795;09/20/2020;12:00:00;9.768
796;09/20/2020;14:00:00;9.965
797;09/20/2020;16:00:00;11.916
798;09/20/2020;18:00:00;9.768
799;09/20/2020;20:00:00;9.275
800;09/20/2020;22:00:00;8.978
801;09/21/2020;00:00:00;8.581
802;09/21/2020;02:00:00;8.382
803;09/21/2020;04:00:00;8.182
804;09/21/2020;06:00:00;7.280
805;09/21/2020;08:00:00;7.179
806;09/21/2020;10:00:00;10.259
807;09/21/2020;12:00:00;13.173
808;09/21/2020;14:00:00;12.207
809;09/21/2020;16:00:00;12.304
810;09/21/2020;18:00:00;11.041
811;09/21/2020;20:00:00;9.965
812;09/21/2020;22:00:00;9.472
813;09/22/2020;00:00:00;9.077
814;09/22/2020;02:00:00;8.680
815;09/22/2020;04:00:00;8.481
816;09/22/2020;06:00:00;8.082
817;09/22/2020;08:00:00;7.983
818;09/22/2020;10:00:00;8.182
819;09/22/2020;12:00:00;8.978
820;09/22/2020;14:00:00;9.373
821;09/22/2020;16:00:00;8.680
822;09/22/2020;18:00:00;8.481
823;09/22/2020;20:00:00;7.882
824;09/22/2020;22:00:00;7.582
825;09/23/2020;00:00:00;7.381
826;09/23/2020;02:00:00;7.079
827;09/23/2020;04:00:00;6.877
828;09/23/2020;06:00:00;6.877
829;09/23/2020;08:00:00;6.775
830;09/23/2020;10:00:00;9.768
831;09/23/2020;12:00:00;13.750
832;09/23/2020;14:00:00;13.269
833;09/23/2020;16:00:00;12.401
834;09/23/2020;18:00:00;10.944
835;09/23/2020;20:00:00;9.669
836;09/23/2020;22:00:00;8.978
837;09/24/2020;00:00:00;8.182
838;09/24/2020;02:00:00;7.983
839;09/24/2020;04:00:00;7.682
840;09/24/2020;06:00:00;7.280
841;09/24/2020;08:00:00;7.079
842;09/24/2020;10:00:00;7.481
843;09/24/2020;12:00:00;8.282
844;09/24/2020;14:00:00;8.082
845;09/24/2020;16:00:00;7.582
846;09/24/2020;18:00:00;6.775
847;09/24/2020;20:00:00;6.268
848;09/24/2020;22:00:00;6.064
849;09/25/2020;00:00:00;5.141
850;09/25/2020;02:00:00;4.102
851;09/25/2020;04:00:00;3.998
852;09/25/2020;06:00:00;3.788
853;09/25/2020;08:00:00;3.578
854;09/25/2020;10:00:00;3.578
855;09/25/2020;12:00:00;3.472
856;09/25/2020;14:00:00;3.472
857;09/25/2020;16:00:00;3.472
858;09/25/2020;18:00:00;3.367
859;09/25/2020;20:00:00;3.261
860;09/25/2020;22:00:00;3.155
861;09/26/2020;00:00:00;3.049
862;09/26/2020;02:00:00;2.943
863;09/26/2020;04:00:00;2.837
864;09/26/2020;06:00:00;2.837
865;09/26/2020;08:00:00;2.730
866;09/26/2020;10:00:00;2.624
867;09/26/2020;12:00:00;2.730
868;09/26/2020;14:00:00;3.261
869;09/26/2020;16:00:00;3.472
870;09/26/2020;18:00:00;3.261
871;09/26/2020;20:00:00;2.943
872;09/26/2020;22:00:00;2.410
873;09/27/2020;00:00:00;1.764
874;09/27/2020;02:00:00;1.330
875;09/27/2020;04:00:00;1.112
876;09/27/2020;06:00:00;0.893
877;09/27/2020;08:00:00;0.784
878;09/27/2020;10:00:00;0.893
879;09/27/2020;12:00:00;1.221
880;09/27/2020;14:00:00;3.367
881;09/27/2020;16:00:00;3.998
882;09/27/2020;18:00:00;3.472
883;09/27/2020;20:00:00;2.303
884;09/27/2020;22:00:00;1.764
885;09/28/2020;00:00:00;1.439
886;09/28/2020;02:00:00;1.330
887;09/28/2020;04:00:00;1.221
888;09/28/2020;06:00:00;1.003
889;09/28/2020;08:00:00;0.784
890;09/28/2020;10:00:00;1.221
891;09/28/2020;12:00:00;5.450
892;09/28/2020;14:00:00;8.481
893;09/28/2020;16:00:00;7.079
894;09/28/2020;18:00:00;4.727
895;09/28/2020;20:00:00;3.367
896;09/28/2020;22:00:00;3.155
897;09/29/2020;00:00:00;2.943
898;09/29/2020;02:00:00;2.943
899;09/29/2020;04:00:00;2.837
900;09/29/2020;06:00:00;2.303
901;09/29/2020;08:00:00;2.088
902;09/29/2020;10:00:00;4.415
903;09/29/2020;12:00:00;8.481
904;09/29/2020;14:00:00;10.748
905;09/29/2020;16:00:00;10.161
906;09/29/2020;18:00:00;8.978
907;09/29/2020;20:00:00;7.179
908;09/29/2020;22:00:00;5.757
909;09/30/2020;00:00:00;4.831
910;09/30/2020;02:00:00;4.311
911;09/30/2020;04:00:00;3.788
912;09/30/2020;06:00:00;3.472
913;09/30/2020;08:00:00;3.155
914;09/30/2020;10:00:00;5.244
915;09/30/2020;12:00:00;9.571
916;09/30/2020;14:00:00;11.722
917;09/30/2020;16:00:00;10.161
918;09/30/2020;18:00:00;7.882
919;09/30/2020;20:00:00;6.370
920;09/30/2020;22:00:00;5.244
921;10/01/2020;00:00:00;4.415
922;10/01/2020;02:00:00;3.683
923;10/01/2020;04:00:00;3.472
924;10/01/2020;06:00:00;2.837
925;10/01/2020;08:00:00;2.624
926;10/01/2020;10:00:00;4.519
927;10/01/2020;12:00:00;8.382
928;10/01/2020;14:00:00;8.382
929;10/01/2020;16:00:00;7.179
930;10/01/2020;18:00:00;6.166
931;10/01/2020;20:00:00;5.552
932;10/01/2020;22:00:00;5.141
933;10/02/2020;00:00:00;4.831
934;10/02/2020;02:00:00;4.623
935;10/02/2020;04:00:00;4.311
936;10/02/2020;06:00:00;3.998
937;10/02/2020;08:00:00;3.578
938;10/02/2020;10:00:00;3.683
939;10/02/2020;12:00:00;2.943
940;10/02/2020;14:00:00;2.943
941;10/02/2020;16:00:00;3.049
942;10/02/2020;18:00:00;2.303
943;10/02/2020;20:00:00;1.221
944;10/02/2020;22:00:00;1.439
945;10/03/2020;00:00:00;1.221
946;10/03/2020;02:00:00;1.112
947;10/03/2020;04:00:00;1.330
948;10/03/2020;06:00:00;1.330
949;10/03/2020;08:00:00;1.439
950;10/03/2020;10:00:00;1.439
951;10/03/2020;12:00:00;1.439
952;10/03/2020;14:00:00;1.548
953;10/03/2020;16:00:00;1.548
954;10/03/2020;18:00:00;1.548
955;10/03/2020;20:00:00;1.548
956;10/03/2020;22:00:00;1.548
957;10/04/2020;00:00:00;1.548
958;10/04/2020;02:00:00;1.548
959;10/04/2020;04:00:00;1.548
960;10/04/2020;06:00:00;1.548
961;10/04/2020;08:00:00;1.548
962;10/04/2020;10:00:00;1.548
963;10/04/2020;12:00:00;1.548
964;10/04/2020;14:00:00;1.548
965;10/04/2020;16:00:00;1.548
966;10/04/2020;18:00:00;1.548
967;10/04/2020;20:00:00;1.439
968;10/04/2020;22:00:00;1.439
969;10/05/2020;00:00:00;1.439
970;10/05/2020;02:00:00;1.439
971;10/05/2020;04:00:00;1.439
972;10/05/2020;06:00:00;1.439
973;10/05/2020;08:00:00;1.439
974;10/05/2020;10:00:00;1.439
975;10/05/2020;12:00:00;1.439
976;10/05/2020;14:00:00;1.439
977;10/05/2020;16:00:00;1.330
978;10/05/2020;18:00:00;1.330
979;10/05/2020;20:00:00;1.330
980;10/05/2020;22:00:00;1.330
981;10/06/2020;00:00:00;1.330
982;10/06/2020;02:00:00;1.330
983;10/06/2020;04:00:00;1.330
984;10/06/2020;06:00:00;1.330
985;10/06/2020;08:00:00;1.330
986;10/06/2020;10:00:00;1.330
987;10/06/2020;12:00:00;1.330
988;10/06/2020;14:00:00;1.221
989;10/06/2020;16:00:00;1.221
990;10/06/2020;18:00:00;1.221
991;10/06/2020;20:00:00;1.221
992;10/06/2020;22:00:00;1.221
993;10/07/2020;00:00:00;1.221
994;10/07/2020;02:00:00;1.112
995;10/07/2020;04:00:00;1.221
996;10/07/2020;06:00:00;1.112
997;10/07/2020;08:00:00;1.112
998;10/07/2020;10:00:00;1.112
999;10/07/2020;12:00:00;1.112
1000;10/07/2020;14:00:00;1.112
1001;10/07/2020;16:00:00;1.112
1002;10/07/2020;18:00:00;1.112
1003;10/07/2020;20:00:00;1.112
1004;10/07/2020;22:00:00;1.112
1005;10/08/2020;00:00:00;1.112
1006;10/08/2020;02:00:00;1.112
1007;10/08/2020;04:00:00;1.112
1008;10/08/2020;06:00:00;1.112
1009;10/08/2020;08:00:00;1.112
1010;10/08/2020;10:00:00;1.112
1011;10/08/2020;12:00:00;1.112
1012;10/08/2020;14:00:00;1.112
1013;10/08/2020;16:00:00;1.112
1014;10/08/2020;18:00:00;1.112
1015;10/08/2020;20:00:00;1.112
1016;10/08/2020;22:00:00;1.112
1017;10/09/2020;00:00:00;1.112
1018;10/09/2020;02:00:00;1.003
1019;10/09/2020;04:00:00;1.003
1020;10/09/2020;06:00:00;1.003
1021;10/09/2020;08:00:00;1.003
1022;10/09/2020;10:00:00;1.003
1023;10/09/2020;12:00:00;1.112
1024;10/09/2020;14:00:00;1.003
1025;10/09/2020;16:00:00;1.003
1026;10/09/2020;18:00:00;1.003
1027;10/09/2020;20:00:00;1.003
1028;10/09/2020;22:00:00;1.003
1029;10/10/2020;00:00:00;1.003
1030;10/10/2020;02:00:00;1.003
1031;10/10/2020;04:00:00;1.003
1032;10/10/2020;06:00:00;1.003
1033;10/10/2020;08:00:00;1.003
1034;10/10/2020;10:00:00;1.003
1035;10/10/2020;12:00:00;1.003
1036;10/10/2020;14:00:00;1.003
1037;10/10/2020;16:00:00;1.003
1038;10/10/2020;18:00:00;1.003
1039;10/10/2020;20:00:00;1.003
1040;10/10/2020;22:00:00;1.003
1041;10/11/2020;00:00:00;1.003
1042;10/11/2020;02:00:00;0.893
1043;10/11/2020;04:00:00;1.003
1044;10/11/2020;06:00:00;0.893
1045;10/11/2020;08:00:00;0.893
1046;10/11/2020;10:00:00;0.893
1047;10/11/2020;12:00:00;0.893
1048;10/11/2020;14:00:00;1.003
1049;10/11/2020;16:00:00;0.893
1050;10/11/2020;18:00:00;0.893
1051;10/11/2020;20:00:00;0.893
1052;10/11/2020;22:00:00;0.893
1053;10/12/2020;00:00:00;0.893
1054;10/12/2020;02:00:00;0.893
1055;10/12/2020;04:00:00;0.784
1056;10/12/2020;06:00:00;0.784
1057;10/12/2020;08:00:00;0.674
1058;10/12/2020;10:00:00;0.563
1059;10/12/2020;12:00:00;0.674
1060;10/12/2020;14:00:00;0.674
1061;10/12/2020;16:00:00;0.674
1062;10/12/2020;18:00:00;0.674
1063;10/12/2020;20:00:00;0.563
1064;10/12/2020;22:00:00;0.563
1065;10/13/2020;00:00:00;0.563
1066;10/13/2020;02:00:00;0.453
1067;10/13/2020;04:00:00;0.453
1068;10/13/2020;06:00:00;0.453
1069;10/13/2020;08:00:00;0.453
1070;10/13/2020;10:00:00;0.453
1071;10/13/2020;12:00:00;0.453
1072;10/13/2020;14:00:00;0.453
1073;10/13/2020;16:00:00;0.453
1074;10/13/2020;18:00:00;0.563
1075;10/13/2020;20:00:00;0.563
1076;10/13/2020;22:00:00;0.563
1077;10/14/2020;00:00:00;0.563
1078;10/14/2020;02:00:00;0.563
1079;10/14/2020;04:00:00;0.563
1080;10/14/2020;06:00:00;0.563
1081;10/14/2020;08:00:00;0.563
1082;10/14/2020;10:00:00;0.453
1083;10/14/2020;12:00:00;0.563
1084;10/14/2020;14:00:00;0.563
1085;10/14/2020;16:00:00;0.563
1086;10/14/2020;18:00:00;0.563
1087;10/14/2020;20:00:00;0.674
1088;10/14/2020;22:00:00;0.674
1089;10/15/2020;00:00:00;0.563
1090;10/15/2020;02:00:00;0.674
1091;10/15/2020;04:00:00;0.674
1092;10/15/2020;06:00:00;0.674
1093;10/15/2020;08:00:00;0.674
1094;10/15/2020;10:00:00;0.674
1095;10/15/2020;12:00:00;0.674
1096;10/15/2020;14:00:00;0.674
1097;10/15/2020;16:00:00;0.674
1098;10/15/2020;18:00:00;0.674
1099;10/15/2020;20:00:00;0.674
1100;10/15/2020;22:00:00;0.674
1101;10/16/2020;00:00:00;0.674
1102;10/16/2020;02:00:00;0.674
1103;10/16/2020;04:00:00;0.674
1104;10/16/2020;06:00:00;0.674
1105;10/16/2020;08:00:00;0.674
1106;10/16/2020;10:00:00;0.674
1107;10/16/2020;12:00:00;0.674
1108;10/16/2020;14:00:00;0.784
1109;10/16/2020;16:00:00;0.784
1110;10/16/2020;18:00:00;0.784
1111;10/16/2020;20:00:00;0.674
1112;10/16/2020;22:00:00;0.784
1113;10/17/2020;00:00:00;0.674
1114;10/17/2020;02:00:00;0.784
1115;10/17/2020;04:00:00;0.674
1116;10/17/2020;06:00:00;0.674
1117;10/17/2020;08:00:00;0.674
1118;10/17/2020;10:00:00;0.674
1119;10/17/2020;12:00:00;0.674
1120;10/17/2020;14:00:00;0.674
1121;10/17/2020;16:00:00;0.674
1122;10/17/2020;18:00:00;0.674
1123;10/17/2020;20:00:00;0.674
1124;10/17/2020;22:00:00;0.674
1125;10/18/2020;00:00:00;0.674
1126;10/18/2020;02:00:00;0.674
1127;10/18/2020;04:00:00;0.674
1128;10/18/2020;06:00:00;0.674
1129;10/18/2020;08:00:00;0.674
1130;10/18/2020;10:00:00;0.563
1131;10/18/2020;12:00:00;0.563
1132;10/18/2020;14:00:00;0.674
1133;10/18/2020;16:00:00;0.674
1134;10/18/2020;18:00:00;0.674
1135;10/18/2020;20:00:00;0.674
1136;10/18/2020;22:00:00;0.674
1137;10/19/2020;00:00:00;0.674
1138;10/19/2020;02:00:00;0.563
1139;10/19/2020;04:00:00;0.563
1140;10/19/2020;06:00:00;0.563
1141;10/19/2020;08:00:00;0.563
1142;10/19/2020;10:00:00;0.563
1143;10/19/2020;12:00:00;0.563
1144;10/19/2020;14:00:00;0.563
1145;10/19/2020;16:00:00;0.563
1146;10/19/2020;18:00:00;0.563
1147;10/19/2020;20:00:00;0.563
1148;10/19/2020;22:00:00;0.563
1149;10/20/2020;00:00:00;0.563
1150;10/20/2020;02:00:00;0.563
1151;10/20/2020;04:00:00;0.563
1152;10/20/2020;06:00:00;0.563
1153;10/20/2020;08:00:00;0.563
1154;10/20/2020;10:00:00;0.563
1155;10/20/2020;12:00:00;0.563
1156;10/20/2020;14:00:00;0.563
1157;10/20/2020;16:00:00;0.563
1158;10/20/2020;18:00:00;0.563
1159;10/20/2020;20:00:00;0.563
1160;10/20/2020;22:00:00;0.563
1161;10/21/2020;00:00:00;0.563
1162;10/21/2020;02:00:00;0.563
1163;10/21/2020;04:00:00;0.674
1164;10/21/2020;06:00:00;0.563
1165;10/21/2020;08:00:00;0.674
1166;10/21/2020;10:00:00;0.674
1167;10/21/2020;12:00:00;0.674
1168;10/21/2020;14:00:00;0.674
1169;10/21/2020;16:00:00;0.674
1170;10/21/2020;18:00:00;0.674
1171;10/21/2020;20:00:00;0.563
1172;10/21/2020;22:00:00;0.563
1173;10/22/2020;00:00:00;0.563
1174;10/22/2020;02:00:00;0.563
1175;10/22/2020;04:00:00;0.563
1176;10/22/2020;06:00:00;0.563
1177;10/22/2020;08:00:00;0.563
1178;10/22/2020;10:00:00;0.563
1179;10/22/2020;12:00:00;0.563
1180;10/22/2020;14:00:00;0.563
1181;10/22/2020;16:00:00;0.563
1182;10/22/2020;18:00:00;0.563
1183;10/22/2020;20:00:00;0.563
1184;10/22/2020;22:00:00;0.563
1185;10/23/2020;00:00:00;0.453
1186;10/23/2020;02:00:00;0.453
1187;10/23/2020;04:00:00;0.453
1188;10/23/2020;06:00:00;0.453
1189;10/23/2020;08:00:00;0.453
1190;10/23/2020;10:00:00;0.563
1191;10/23/2020;12:00:00;0.563
1192;10/23/2020;14:00:00;0.563
1193;10/23/2020;16:00:00;0.563
1194;10/23/2020;18:00:00;0.563
1195;10/23/2020;20:00:00;0.563
1196;10/23/2020;22:00:00;0.563
1197;10/24/2020;00:00:00;0.563
1198;10/24/2020;02:00:00;0.563
1199;10/24/2020;04:00:00;0.563
1200;10/24/2020;06:00:00;0.563
1201;10/24/2020;08:00:00;0.563
1202;10/24/2020;10:00:00;0.563
1203;10/24/2020;12:00:00;0.563
1204;10/24/2020;14:00:00;0.563
1205;10/24/2020;16:00:00;0.563
1206;10/24/2020;18:00:00;0.563
1207;10/24/2020;20:00:00;0.563
1208;10/24/2020;22:00:00;0.563
1209;10/25/2020;00:00:00;0.563
1210;10/25/2020;02:00:00;0.563
1211;10/25/2020;04:00:00;0.563
1212;10/25/2020;06:00:00;0.563
1213;10/25/2020;08:00:00;0.563
1214;10/25/2020;10:00:00;0.563
1215;10/25/2020;12:00:00;0.563
1216;10/25/2020;14:00:00;0.563
1217;10/25/2020;16:00:00;0.563
1218;10/25/2020;18:00:00;0.563
1219;10/25/2020;20:00:00;0.563
1220;10/25/2020;22:00:00;0.563
1221;10/26/2020;00:00:00;0.563
1222;10/26/2020;02:00:00;0.563
1223;10/26/2020;04:00:00;0.563
1224;10/26/2020;06:00:00;0.563
1225;10/26/2020;08:00:00;0.563
1226;10/26/2020;10:00:00;0.563
1227;10/26/2020;12:00:00;0.563
1228;10/26/2020;14:00:00;0.563
1229;10/26/2020;16:00:00;0.563
1230;10/26/2020;18:00:00;0.563
1231;10/26/2020;20:00:00;0.563
1232;10/26/2020;22:00:00;0.563
1233;10/27/2020;00:00:00;0.563
1234;10/27/2020;02:00:00;0.563
1235;10/27/2020;04:00:00;0.563
1236;10/27/2020;06:00:00;0.563
1237;10/27/2020;08:00:00;0.563
1238;10/27/2020;10:00:00;0.563
1239;10/27/2020;12:00:00;0.563
1240;10/27/2020;14:00:00;0.563
1241;10/27/2020;16:00:00;0.563
1242;10/27/2020;18:00:00;0.563
1243;10/27/2020;20:00:00;0.563
1244;10/27/2020;22:00:00;0.563
1245;10/28/2020;00:00:00;0.563
1246;10/28/2020;02:00:00;0.563
1247;10/28/2020;04:00:00;0.563
1248;10/28/2020;06:00:00;0.563
1249;10/28/2020;08:00:00;0.563
1250;10/28/2020;10:00:00;0.563
1251;10/28/2020;12:00:00;0.563
1252;10/28/2020;14:00:00;0.563
1253;10/28/2020;16:00:00;0.563
1254;10/28/2020;18:00:00;0.563
1255;10/28/2020;20:00:00;0.563
1256;10/28/2020;22:00:00;0.563
1257;10/29/2020;00:00:00;0.563
1258;10/29/2020;02:00:00;0.563
1259;10/29/2020;04:00:00;0.563
1260;10/29/2020;06:00:00;0.563
1261;10/29/2020;08:00:00;0.563
1262;10/29/2020;10:00:00;0.563
1263;10/29/2020;12:00:00;0.563
1264;10/29/2020;14:00:00;0.563
1265;10/29/2020;16:00:00;0.563
1266;10/29/2020;18:00:00;0.563
1267;10/29/2020;20:00:00;0.563
1268;10/29/2020;22:00:00;0.563
1269;10/30/2020;00:00:00;0.563
1270;10/30/2020;02:00:00;0.563
1271;10/30/2020;04:00:00;0.563
1272;10/30/2020;06:00:00;0.563
1273;10/30/2020;08:00:00;0.563
1274;10/30/2020;10:00:00;0.563
1275;10/30/2020;12:00:00;0.563
1276;10/30/2020;14:00:00;0.563
1277;10/30/2020;16:00:00;0.563
1278;10/30/2020;18:00:00;0.563
1279;10/30/2020;20:00:00;0.563
1280;10/30/2020;22:00:00;0.563
1281;10/31/2020;00:00:00;0.563
1282;10/31/2020;02:00:00;0.563
1283;10/31/2020;04:00:00;0.563
1284;10/31/2020;06:00:00;0.563
1285;10/31/2020;08:00:00;0.563
1286;10/31/2020;10:00:00;0.563
1287;10/31/2020;12:00:00;0.563
1288;10/31/2020;14:00:00;0.563
1289;10/31/2020;16:00:00;0.563
1290;10/31/2020;18:00:00;0.563
1291;10/31/2020;20:00:00;0.563
1292;10/31/2020;22:00:00;0.563
1293;11/01/2020;00:00:00;0.563
1294;11/01/2020;02:00:00;0.563
1295;11/01/2020;04:00:00;0.563
1296;11/01/2020;06:00:00;0.563
1297;11/01/2020;08:00:00;0.563
1298;11/01/2020;10:00:00;0.563
1299;11/01/2020;12:00:00;0.563
1300;11/01/2020;14:00:00;0.563
1301;11/01/2020;16:00:00;0.563
1302;11/01/2020;18:00:00;0.563
1303;11/01/2020;20:00:00;0.563
1304;11/01/2020;22:00:00;0.563
1305;11/02/2020;00:00:00;0.563
1306;11/02/2020;02:00:00;0.563
1307;11/02/2020;04:00:00;0.563
1308;11/02/2020;06:00:00;0.563
1309;11/02/2020;08:00:00;0.563
1310;11/02/2020;10:00:00;0.563
1311;11/02/2020;12:00:00;0.563
1312;11/02/2020;14:00:00;0.563
1313;11/02/2020;16:00:00;0.563
1314;11/02/2020;18:00:00;0.563
1315;11/02/2020;20:00:00;0.563
1316;11/02/2020;22:00:00;0.563
1317;11/03/2020;00:00:00;0.563
1318;11/03/2020;02:00:00;0.563
1319;11/03/2020;04:00:00;0.453
1320;11/03/2020;06:00:00;0.563
1321;11/03/2020;08:00:00;0.453
1322;11/03/2020;10:00:00;0.453
1323;11/03/2020;12:00:00;0.563
1324;11/03/2020;14:00:00;0.563
1325;11/03/2020;16:00:00;0.453
1326;11/03/2020;18:00:00;0.563
1327;11/03/2020;20:00:00;0.453
1328;11/03/2020;22:00:00;0.453
1329;11/04/2020;00:00:00;0.453
1330;11/04/2020;02:00:00;0.453
1331;11/04/2020;04:00:00;0.453
1332;11/04/2020;06:00:00;0.453
1333;11/04/2020;08:00:00;0.453
1334;11/04/2020;10:00:00;0.453
1335;11/04/2020;12:00:00;0.453
1336;11/04/2020;14:00:00;0.453
1337;11/04/2020;16:00:00;0.453
1338;11/04/2020;18:00:00;0.453
1339;11/04/2020;20:00:00;0.453
1340;11/04/2020;22:00:00;0.453
1341;11/05/2020;00:00:00;0.453
1342;11/05/2020;02:00:00;0.453
1343;11/05/2020;04:00:00;0.453
1344;11/05/2020;06:00:00;0.453
1345;11/05/2020;08:00:00;0.453
1346;11/05/2020;10:00:00;0.453
1347;11/05/2020;12:00:00;0.453
1348;11/05/2020;14:00:00;0.563
1349;11/05/2020;16:00:00;0.453
1350;11/05/2020;18:00:00;0.453
1351;11/05/2020;20:00:00;0.453
1352;11/05/2020;22:00:00;0.453
1353;11/06/2020;00:00:00;0.453
1354;11/06/2020;02:00:00;0.453
1355;11/06/2020;04:00:00;0.453
1356;11/06/2020;06:00:00;0.453
1357;11/06/2020;08:00:00;0.453
1358;11/06/2020;10:00:00;0.453
1359;11/06/2020;12:00:00;0.453
1360;11/06/2020;14:00:00;0.453
1361;11/06/2020;16:00:00;0.453
1362;11/06/2020;18:00:00;0.453
1363;11/06/2020;20:00:00;0.453
1364;11/06/2020;22:00:00;0.453
1365;11/07/2020;00:00:00;0.453
1366;11/07/2020;02:00:00;0.453
1367;11/07/2020;04:00:00;0.453
1368;11/07/2020;06:00:00;0.453
1369;11/07/2020;08:00:00;0.453
1370;11/07/2020;10:00:00;0.453
1371;11/07/2020;12:00:00;0.453
1372;11/07/2020;14:00:00;0.453
1373;11/07/2020;16:00:00;0.453
1374;11/07/2020;18:00:00;0.453
1375;11/07/2020;20:00:00;0.453
1376;11/07/2020;22:00:00;0.453
1377;11/08/2020;00:00:00;0.453
1378;11/08/2020;02:00:00;0.453
1379;11/08/2020;04:00:00;0.453
1380;11/08/2020;06:00:00;0.453
1381;11/08/2020;08:00:00;0.453
1382;11/08/2020;10:00:00;0.453
1383;11/08/2020;12:00:00;0.453
1384;11/08/2020;14:00:00;0.453
1385;11/08/2020;16:00:00;0.453
1386;11/08/2020;18:00:00;0.453
1387;11/08/2020;20:00:00;0.453
1388;11/08/2020;22:00:00;0.453
1389;11/09/2020;00:00:00;0.453
1390;11/09/2020;02:00:00;0.453
1391;11/09/2020;04:00:00;0.453
1392;11/09/2020;06:00:00;0.453
1393;11/09/2020;08:00:00;0.453
1394;11/09/2020;10:00:00;0.453
1395;11/09/2020;12:00:00;0.453
1396;11/09/2020;14:00:00;0.453
1397;11/09/2020;16:00:00;0.453
1398;11/09/2020;18:00:00;0.453
1399;11/09/2020;20:00:00;0.453
1400;11/09/2020;22:00:00;0.453
1401;11/10/2020;00:00:00;0.453
1402;11/10/2020;02:00:00;0.453
1403;11/10/2020;04:00:00;0.453
1404;11/10/2020;06:00:00;0.453
1405;11/10/2020;08:00:00;0.453
1406;11/10/2020;10:00:00;0.453
1407;11/10/2020;12:00:00;0.453
1408;11/10/2020;14:00:00;0.453
1409;11/10/2020;16:00:00;0.453
1410;11/10/2020;18:00:00;0.453
1411;11/10/2020;20:00:00;0.343
1412;11/10/2020;22:00:00;0.343
1413;11/11/2020;00:00:00;0.343
1414;11/11/2020;02:00:00;0.343
1415;11/11/2020;04:00:00;0.343
1416;11/11/2020;06:00:00;0.343
1417;11/11/2020;08:00:00;0.343
1418;11/11/2020;10:00:00;0.343
1419;11/11/2020;12:00:00;0.343
1420;11/11/2020;14:00:00;0.343
1421;11/11/2020;16:00:00;0.343
1422;11/11/2020;18:00:00;0.343
1423;11/11/2020;20:00:00;0.343
1424;11/11/2020;22:00:00;0.343
1425;11/12/2020;00:00:00;0.343
1426;11/12/2020;02:00:00;0.232
1427;11/12/2020;04:00:00;0.232
1428;11/12/2020;06:00:00;0.232
1429;11/12/2020;08:00:00;0.232
1430;11/12/2020;10:00:00;0.232
1431;11/12/2020;12:00:00;0.232
1432;11/12/2020;14:00:00;0.232
1433;11/12/2020;16:00:00;0.232
