Titre de tracé : 20011402;;;;;
#;Date;Heure;Moy. : Température, °C (LGR S/N: 20011402);Pile défectueuse (LGR S/N: 20011402);Fin de fichier (LGR S/N: 20011402)
2456;02/04/2021;22:00:00;0.784;;
2457;02/05/2021;00:00:00;0.674;;
2458;02/05/2021;02:00:00;0.674;;
2459;02/05/2021;04:00:00;0.674;;
2460;02/05/2021;06:00:00;0.674;;
2461;02/05/2021;08:00:00;0.674;;
2462;02/05/2021;10:00:00;0.674;;
2463;02/05/2021;12:00:00;0.784;;
2464;02/05/2021;14:00:00;0.674;;
2465;02/05/2021;16:00:00;0.784;;
2466;02/05/2021;18:00:00;0.674;;
2467;02/05/2021;20:00:00;0.674;;
2468;02/05/2021;22:00:00;0.674;;
2469;02/06/2021;00:00:00;0.674;;
2470;02/06/2021;02:00:00;0.674;;
2471;02/06/2021;04:00:00;0.674;;
2472;02/06/2021;06:00:00;0.674;;
2473;02/06/2021;08:00:00;0.674;;
2474;02/06/2021;10:00:00;0.674;;
2475;02/06/2021;12:00:00;0.674;;
2476;02/06/2021;14:00:00;0.674;;
2477;02/06/2021;16:00:00;0.674;;
2478;02/06/2021;18:00:00;0.674;;
2479;02/06/2021;20:00:00;0.674;;
2480;02/06/2021;22:00:00;0.674;;
2481;02/07/2021;00:00:00;0.674;;
2482;02/07/2021;02:00:00;0.674;;
2483;02/07/2021;04:00:00;0.674;;
2484;02/07/2021;06:00:00;0.674;;
2485;02/07/2021;08:00:00;0.674;;
2486;02/07/2021;10:00:00;0.674;;
2487;02/07/2021;12:00:00;0.674;;
2488;02/07/2021;14:00:00;0.674;;
2489;02/07/2021;16:00:00;0.674;;
2490;02/07/2021;18:00:00;0.674;;
2491;02/07/2021;20:00:00;0.674;;
2492;02/07/2021;22:00:00;0.674;;
2493;02/08/2021;00:00:00;0.674;;
2494;02/08/2021;02:00:00;0.674;;
2495;02/08/2021;04:00:00;0.674;;
2496;02/08/2021;06:00:00;0.674;;
2497;02/08/2021;08:00:00;0.674;;
2498;02/08/2021;10:00:00;0.674;;
2499;02/08/2021;12:00:00;0.674;;
2500;02/08/2021;14:00:00;0.674;;
2501;02/08/2021;16:00:00;0.674;;
2502;02/08/2021;18:00:00;0.674;;
2503;02/08/2021;20:00:00;0.674;;
2504;02/08/2021;22:00:00;0.674;;
2505;02/09/2021;00:00:00;0.674;;
2506;02/09/2021;02:00:00;0.674;;
2507;02/09/2021;04:00:00;0.674;;
2508;02/09/2021;06:00:00;0.674;;
2509;02/09/2021;08:00:00;0.674;;
2510;02/09/2021;10:00:00;0.674;;
2511;02/09/2021;12:00:00;0.674;;
2512;02/09/2021;14:00:00;0.674;;
2513;02/09/2021;16:00:00;0.674;;
2514;02/09/2021;18:00:00;0.674;;
2515;02/09/2021;20:00:00;0.674;;
2516;02/09/2021;22:00:00;0.674;;
2517;02/10/2021;00:00:00;0.674;;
2518;02/10/2021;02:00:00;0.674;;
2519;02/10/2021;04:00:00;0.674;;
2520;02/10/2021;06:00:00;0.674;;
2521;02/10/2021;08:00:00;0.674;;
2522;02/10/2021;10:00:00;0.674;;
2523;02/10/2021;12:00:00;0.674;;
2524;02/10/2021;14:00:00;0.674;;
2525;02/10/2021;16:00:00;0.674;;
2526;02/10/2021;18:00:00;0.674;;
2527;02/10/2021;20:00:00;0.674;;
2528;02/10/2021;22:00:00;0.674;;
2529;02/11/2021;00:00:00;0.674;;
2530;02/11/2021;02:00:00;0.674;;
2531;02/11/2021;04:00:00;0.674;;
2532;02/11/2021;06:00:00;0.674;;
2533;02/11/2021;08:00:00;0.674;;
2534;02/11/2021;10:00:00;0.674;;
2535;02/11/2021;12:00:00;0.674;;
2536;02/11/2021;14:00:00;0.674;;
2537;02/11/2021;16:00:00;0.674;;
2538;02/11/2021;18:00:00;0.674;;
2539;02/11/2021;20:00:00;0.674;;
2540;02/11/2021;22:00:00;0.674;;
2541;02/12/2021;00:00:00;0.674;;
2542;02/12/2021;02:00:00;0.674;;
2543;02/12/2021;04:00:00;0.674;;
2544;02/12/2021;06:00:00;0.674;;
2545;02/12/2021;08:00:00;0.674;;
2546;02/12/2021;10:00:00;0.674;;
2547;02/12/2021;12:00:00;0.674;;
2548;02/12/2021;14:00:00;0.674;;
2549;02/12/2021;16:00:00;0.674;;
2550;02/12/2021;18:00:00;0.674;;
2551;02/12/2021;20:00:00;0.674;;
2552;02/12/2021;22:00:00;0.674;;
2553;02/13/2021;00:00:00;0.674;;
2554;02/13/2021;02:00:00;0.674;;
2555;02/13/2021;04:00:00;0.674;;
2556;02/13/2021;06:00:00;0.674;;
2557;02/13/2021;08:00:00;0.674;;
2558;02/13/2021;10:00:00;0.674;;
2559;02/13/2021;12:00:00;0.674;;
2560;02/13/2021;14:00:00;0.674;;
2561;02/13/2021;16:00:00;0.674;;
2562;02/13/2021;18:00:00;0.674;;
2563;02/13/2021;20:00:00;0.674;;
2564;02/13/2021;22:00:00;0.674;;
2565;02/14/2021;00:00:00;0.674;;
2566;02/14/2021;02:00:00;0.674;;
2567;02/14/2021;04:00:00;0.674;;
2568;02/14/2021;06:00:00;0.674;;
2569;02/14/2021;08:00:00;0.674;;
2570;02/14/2021;10:00:00;0.674;;
2571;02/14/2021;12:00:00;0.674;;
2572;02/14/2021;14:00:00;0.674;;
2573;02/14/2021;16:00:00;0.674;;
2574;02/14/2021;18:00:00;0.674;;
2575;02/14/2021;20:00:00;0.674;;
2576;02/14/2021;22:00:00;0.674;;
2577;02/15/2021;00:00:00;0.674;;
2578;02/15/2021;02:00:00;0.674;;
2579;02/15/2021;04:00:00;0.674;;
2580;02/15/2021;06:00:00;0.674;;
2581;02/15/2021;08:00:00;0.784;;
2582;02/15/2021;10:00:00;0.784;;
2583;02/15/2021;12:00:00;0.784;;
2584;02/15/2021;14:00:00;0.674;;
2585;02/15/2021;16:00:00;0.674;;
2586;02/15/2021;18:00:00;0.674;;
2587;02/15/2021;20:00:00;0.674;;
2588;02/15/2021;22:00:00;0.674;;
2589;02/16/2021;00:00:00;0.674;;
2590;02/16/2021;02:00:00;0.674;;
2591;02/16/2021;04:00:00;0.674;;
2592;02/16/2021;06:00:00;0.674;;
2593;02/16/2021;08:00:00;0.674;;
2594;02/16/2021;10:00:00;0.784;;
2595;02/16/2021;12:00:00;0.784;;
2596;02/16/2021;14:00:00;0.674;;
2597;02/16/2021;16:00:00;0.674;;
2598;02/16/2021;18:00:00;0.674;;
2599;02/16/2021;20:00:00;0.674;;
2600;02/16/2021;22:00:00;0.674;;
2601;02/17/2021;00:00:00;0.674;;
2602;02/17/2021;02:00:00;0.674;;
2603;02/17/2021;04:00:00;0.784;;
2604;02/17/2021;06:00:00;0.674;;
2605;02/17/2021;08:00:00;0.674;;
2606;02/17/2021;10:00:00;0.784;;
2607;02/17/2021;12:00:00;0.784;;
2608;02/17/2021;14:00:00;0.674;;
2609;02/17/2021;16:00:00;0.674;;
2610;02/17/2021;18:00:00;0.674;;
2611;02/17/2021;20:00:00;0.674;;
2612;02/17/2021;22:00:00;0.674;;
2613;02/18/2021;00:00:00;0.674;;
2614;02/18/2021;02:00:00;0.674;;
2615;02/18/2021;04:00:00;0.674;;
2616;02/18/2021;06:00:00;0.674;;
2617;02/18/2021;08:00:00;0.674;;
2618;02/18/2021;10:00:00;0.784;;
2619;02/18/2021;12:00:00;0.784;;
2620;02/18/2021;14:00:00;0.784;;
2621;02/18/2021;16:00:00;0.674;;
2622;02/18/2021;18:00:00;0.674;;
2623;02/18/2021;20:00:00;0.674;;
2624;02/18/2021;22:00:00;0.674;;
2625;02/19/2021;00:00:00;0.674;;
2626;02/19/2021;02:00:00;0.674;;
2627;02/19/2021;08:00:00;0.674;;
2628;02/19/2021;10:00:00;0.674;;
2629;02/19/2021;12:00:00;0.674;;
2630;02/19/2021;14:00:00;0.784;;
2631;02/19/2021;16:00:00;0.784;;
2632;02/19/2021;18:00:00;0.784;;
2633;02/19/2021;20:00:00;0.784;;
2634;02/19/2021;22:00:00;0.784;;
2635;02/19/2021;00:00:00;0.674;;
2636;02/19/2021;02:00:00;0.674;;
2637;02/20/2021;04:00:00;0.674;;
2638;02/20/2021;06:00:00;0.674;;
2639;02/20/2021;08:00:00;0.674;;
2640;02/20/2021;10:00:00;0.674;;
2641;02/20/2021;12:00:00;0.674;;
2642;02/20/2021;14:00:00;0.784;;
2643;02/20/2021;16:00:00;0.784;;
2644;02/20/2021;18:00:00;0.893;;
2645;02/20/2021;20:00:00;0.784;;
2646;02/20/2021;22:00:00;0.784;;
2647;02/20/2021;00:00:00;0.784;;
2648;02/20/2021;02:00:00;0.784;;
2649;02/21/2021;04:00:00;0.674;;
2650;02/21/2021;06:00:00;0.674;;
2651;02/21/2021;08:00:00;0.674;;
2652;02/21/2021;10:00:00;0.674;;
2653;02/21/2021;12:00:00;0.674;;
2654;02/21/2021;14:00:00;0.784;;Enregistré
